,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称,权重
20,2023-06-30,000852,中证1000,CSI 1000,600550,保变电气,Baoding Tianwei Baobian Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.056
21,2023-06-30,000852,中证1000,CSI 1000,600335,国机汽车,Sinomach Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.077
22,2023-06-30,000852,中证1000,CSI 1000,600185,格力地产,"Gree Real Estate Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.116
23,2023-06-30,000852,中证1000,CSI 1000,600211,西藏药业,Tibet Rhodiola Pharmaceutical Holding Co,上海证券交易所,Shanghai Stock Exchange,0.111
24,2023-06-30,000852,中证1000,CSI 1000,600006,东风汽车,Dongfeng Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.071
25,2023-06-30,000852,中证1000,CSI 1000,600841,动力新科,Shanghai New Power Automotive Technology Company Limited,上海证券交易所,Shanghai Stock Exchange,0.035
26,2023-06-30,000852,中证1000,CSI 1000,600850,电科数字,"CETC Digital Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.121
27,2023-06-30,000852,中证1000,CSI 1000,600869,远东股份,"Far East Smarter Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.11
28,2023-06-30,000852,中证1000,CSI 1000,600874,创业环保,Tianjin Capital Environmental Protection Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.054
29,2023-06-30,000852,中证1000,CSI 1000,600360,华微电子,Jilin Sino-Microelectronics Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.079
30,2023-06-30,000852,中证1000,CSI 1000,600172,黄河旋风,Henan Huanghe Whirlwind Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.065
31,2023-06-30,000852,中证1000,CSI 1000,600266,城建发展,Beijing Urban Construction Investment & Development Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.103
32,2023-06-30,000852,中证1000,CSI 1000,600007,中国国贸,China World Trade Center Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.056
33,2023-06-30,000852,中证1000,CSI 1000,600206,有研新材,"GRINM ADVANCED MATERIALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.117
34,2023-06-30,000852,中证1000,CSI 1000,600158,中体产业,"China Sports Industry Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.117
35,2023-06-30,000852,中证1000,CSI 1000,002099,海翔药业,Zhejiang Hisoar Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.146
36,2023-06-30,000852,中证1000,CSI 1000,002100,天康生物,"Xinjiang Tecon Animal Husbandry Bio-Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.117
37,2023-06-30,000852,中证1000,CSI 1000,002190,成飞集成,Sichuan Chengfei Integration Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.06
38,2023-06-30,000852,中证1000,CSI 1000,002274,华昌化工,Jiangsu Huachang Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.064
39,2023-06-30,000852,中证1000,CSI 1000,002302,西部建设,"China West Construction Group Co., ltd",深圳证券交易所,Shenzhen Stock Exchange,0.054
40,2023-06-30,000852,中证1000,CSI 1000,002124,天邦食品,"Tech-bank Food Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.1
41,2023-06-30,000852,中证1000,CSI 1000,002125,湘潭电化,Xiangtan Electrochemical Scientific Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.071
42,2023-06-30,000852,中证1000,CSI 1000,002226,江南化工,Anhui Jiangnan Chemical Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.081
43,2023-06-30,000852,中证1000,CSI 1000,002254,泰和新材,"TAYHO ADVANCED MATERIALS GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.158
44,2023-06-30,000852,中证1000,CSI 1000,002405,四维图新,NavInfo Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.414
45,2023-06-30,000852,中证1000,CSI 1000,600510,黑牡丹,Black Peony (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.038
46,2023-06-30,000852,中证1000,CSI 1000,600217,中再资环,"Zhongzai Resource and Environment Co.,ltd.",上海证券交易所,Shanghai Stock Exchange,0.06
47,2023-06-30,000852,中证1000,CSI 1000,600120,浙江东方,Zhejiang Orient Holdings Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.118
48,2023-06-30,000852,中证1000,CSI 1000,600612,老凤祥,"Lao Feng Xiang Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.133
49,2023-06-30,000852,中证1000,CSI 1000,600502,安徽建工,Anhui Construction Engineering Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.095
50,2023-06-30,000852,中证1000,CSI 1000,000951,中国重汽,CNHTC Jinan Truck Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.149
51,2023-06-30,000852,中证1000,CSI 1000,000966,长源电力,Guodian Changyuan Electric Power Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.092
52,2023-06-30,000852,中证1000,CSI 1000,000543,皖能电力,An Hui Wenergy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.112
53,2023-06-30,000852,中证1000,CSI 1000,000546,ST金圆,"Jinyuan EP Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.052
54,2023-06-30,000852,中证1000,CSI 1000,000552,甘肃能化,"GANSU ENERGY CHEMICAL CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange,0.069
55,2023-06-30,000852,中证1000,CSI 1000,000555,神州信息,Digital China Information Service Company Ltd.,深圳证券交易所,Shenzhen Stock Exchange,0.109
56,2023-06-30,000852,中证1000,CSI 1000,002201,正威新材,"JIANGSU AMER NEW MATERIAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.056
57,2023-06-30,000852,中证1000,CSI 1000,002267,陕天然气,Shaan Xi Provincial Natural Gas Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.053
58,2023-06-30,000852,中证1000,CSI 1000,002276,万马股份,"Zhejiang Wanma Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.151
59,2023-06-30,000852,中证1000,CSI 1000,002421,达实智能,Shenzhen Das Intellitech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.078
60,2023-06-30,000852,中证1000,CSI 1000,002424,贵州百灵,Guizhou Bailing Group Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.152
61,2023-06-30,000852,中证1000,CSI 1000,002461,珠江啤酒,Guangzhou Zhujiang Brewery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.059
62,2023-06-30,000852,中证1000,CSI 1000,002484,江海股份,Nantong Jianghai Capacitor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.188
63,2023-06-30,000852,中证1000,CSI 1000,000989,九 芝 堂,Jiuzhitang Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.107
64,2023-06-30,000852,中证1000,CSI 1000,000990,诚志股份,Chengzhi Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.069
65,2023-06-30,000852,中证1000,CSI 1000,001696,宗申动力,Chongqing Zongshen Power Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.073
66,2023-06-30,000852,中证1000,CSI 1000,600478,科力远,"Hunan Corun New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.142
67,2023-06-30,000852,中证1000,CSI 1000,000810,创维数字,"SKYWORTH DIGITAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.14
68,2023-06-30,000852,中证1000,CSI 1000,000811,冰轮环境,"Moon Environment Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.106
69,2023-06-30,000852,中证1000,CSI 1000,000813,德展健康,Xinjiang Tianshan Wool Tex Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.039
70,2023-06-30,000852,中证1000,CSI 1000,000829,天音控股,"Telling Telecommunication Holding Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.097
71,2023-06-30,000852,中证1000,CSI 1000,600073,上海梅林,Shanghai Maling Aquarius Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.072
72,2023-06-30,000852,中证1000,CSI 1000,600750,江中药业,"Jiangzhong Pharmaceutical Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.124
73,2023-06-30,000852,中证1000,CSI 1000,002015,协鑫能科,"GCL Energy Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.164
74,2023-06-30,000852,中证1000,CSI 1000,600761,安徽合力,Anhui Heli Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.155
75,2023-06-30,000852,中证1000,CSI 1000,600179,安通控股,"Antong Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.124
76,2023-06-30,000852,中证1000,CSI 1000,600123,兰花科创,Shanxi Lanhua Science-Tech Venture Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.109
77,2023-06-30,000852,中证1000,CSI 1000,600789,鲁抗医药,Shandong Lukang Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.069
78,2023-06-30,000852,中证1000,CSI 1000,600797,浙大网新,Insigma Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.11
79,2023-06-30,000852,中证1000,CSI 1000,600064,南京高科,NANJING GAOKE COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange,0.12
80,2023-06-30,000852,中证1000,CSI 1000,600059,古越龙山,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.099
81,2023-06-30,000852,中证1000,CSI 1000,600055,万东医疗,"Beijing Wandong Medical Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.132
82,2023-06-30,000852,中证1000,CSI 1000,600338,西藏珠峰,Tibet Summit Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.2
83,2023-06-30,000852,中证1000,CSI 1000,600400,红豆股份,Jiangsu Hongdou Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.045
84,2023-06-30,000852,中证1000,CSI 1000,600389,江山股份,Nantong Jiangshan Agrochemical & Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.095
85,2023-06-30,000852,中证1000,CSI 1000,600821,金开新能,"Nyoccr Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.124
86,2023-06-30,000852,中证1000,CSI 1000,600098,广州发展,Guangzhou Development Group Incorporated,上海证券交易所,Shanghai Stock Exchange,0.099
87,2023-06-30,000852,中证1000,CSI 1000,600116,三峡水利,Chongqing Three Gorges Water Conservancy and Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.13
88,2023-06-30,000852,中证1000,CSI 1000,600320,振华重工,"Shanghai Zhenhua Heavy Industries Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.112
89,2023-06-30,000852,中证1000,CSI 1000,600108,亚盛集团,Gansu Yasheng Industrial (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.071
90,2023-06-30,000852,中证1000,CSI 1000,600110,诺德股份,"Nuode Investment Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.152
91,2023-06-30,000852,中证1000,CSI 1000,600720,祁连山,"Gansu Qilianshan Cement Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.106
92,2023-06-30,000852,中证1000,CSI 1000,600458,时代新材,Zhuzhou Times New Materials Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.074
93,2023-06-30,000852,中证1000,CSI 1000,600562,国睿科技,"Glarun Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.121
94,2023-06-30,000852,中证1000,CSI 1000,600810,神马股份,Shen Ma Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.056
95,2023-06-30,000852,中证1000,CSI 1000,600811,东方集团,Orient Group Incorporation,上海证券交易所,Shanghai Stock Exchange,0.086
96,2023-06-30,000852,中证1000,CSI 1000,600812,华北制药,North China Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.072
97,2023-06-30,000852,中证1000,CSI 1000,600370,三房巷,Jiangsu Sanfangxiang Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.031
98,2023-06-30,000852,中证1000,CSI 1000,600740,山西焦化,Shanxi Coking Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.099
99,2023-06-30,000852,中证1000,CSI 1000,600776,东方通信,Eastern Communications Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.102
100,2023-06-30,000852,中证1000,CSI 1000,600742,一汽富维,"Changchun FAWAY Automobile Components Co., Ltd",上海证券交易所,Shanghai Stock Exchange,0.073
101,2023-06-30,000852,中证1000,CSI 1000,600531,豫光金铅,Henan Yuguang Gold & Lead Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.082
102,2023-06-30,000852,中证1000,CSI 1000,002017,东信和平,"Eastcompeace Techonlogy Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.069
103,2023-06-30,000852,中证1000,CSI 1000,600581,八一钢铁,Xinjiang Ba Yi Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.047
104,2023-06-30,000852,中证1000,CSI 1000,600696,岩石股份,"Shanghai Guijiu Co., Ltd",上海证券交易所,Shanghai Stock Exchange,0.05
105,2023-06-30,000852,中证1000,CSI 1000,600225,卓朗科技,"Tianjintroila Information Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.157
106,2023-06-30,000852,中证1000,CSI 1000,600391,航发科技,"Aecc Aero Science and Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.084
107,2023-06-30,000852,中证1000,CSI 1000,600331,宏达股份,Sichuan Hongda Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.101
108,2023-06-30,000852,中证1000,CSI 1000,600523,贵航股份,Guizhou Guihang Automotive Components Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.052
109,2023-06-30,000852,中证1000,CSI 1000,600583,海油工程,Offshore Oil Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.194
110,2023-06-30,000852,中证1000,CSI 1000,600248,陕建股份,Shaanxi Construction Engineering Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.108
111,2023-06-30,000852,中证1000,CSI 1000,600456,宝钛股份,Baoji Titanium Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.146
112,2023-06-30,000852,中证1000,CSI 1000,600428,中远海特,"COSCO SHIPPING Specialized Carriers Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.101
113,2023-06-30,000852,中证1000,CSI 1000,600578,京能电力,"BEIJING JINGNENG POWER CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.118
114,2023-06-30,000852,中证1000,CSI 1000,600496,精工钢构,"Changjiang & Jinggong Steel Building (Group) Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.09
115,2023-06-30,000852,中证1000,CSI 1000,000968,蓝焰控股,Shanxi Blue Flame Holding Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.055
116,2023-06-30,000852,中证1000,CSI 1000,600986,浙文互联,"Zhewen Interactive Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.127
117,2023-06-30,000852,中证1000,CSI 1000,600997,开滦股份,"Kailuan Energy Chemical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.057
118,2023-06-30,000852,中证1000,CSI 1000,600340,华夏幸福,"China Fortune Land Development Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.078
119,2023-06-30,000852,中证1000,CSI 1000,600491,龙元建设,Long Yuan Construction Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.081
120,2023-06-30,000852,中证1000,CSI 1000,000011,深物业A,Shenzhen Properties & Resources Development (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.029
121,2023-06-30,000852,中证1000,CSI 1000,000016,深康佳A,Konka Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.079
122,2023-06-30,000852,中证1000,CSI 1000,000019,深粮控股,"SHENZHEN CEREALS HOLDINGS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.037
123,2023-06-30,000852,中证1000,CSI 1000,000025,特力A,Shenzhen Tellus Holding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.043
124,2023-06-30,000852,中证1000,CSI 1000,000028,国药一致,China National Accord Medicines Corporation Ltd.,深圳证券交易所,Shenzhen Stock Exchange,0.127
125,2023-06-30,000852,中证1000,CSI 1000,000030,富奥股份,FAWER Automotive Parts Company,深圳证券交易所,Shenzhen Stock Exchange,0.038
126,2023-06-30,000852,中证1000,CSI 1000,000032,深桑达A,Shenzhen SED Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.225
127,2023-06-30,000852,中证1000,CSI 1000,000034,神州数码,"Digital China Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.187
128,2023-06-30,000852,中证1000,CSI 1000,000035,中国天楹,China Tianying Inc.,深圳证券交易所,Shenzhen Stock Exchange,0.121
129,2023-06-30,000852,中证1000,CSI 1000,000718,苏宁环球,Suning Universal Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.062
130,2023-06-30,000852,中证1000,CSI 1000,000736,中交地产,CCCG Real Estate Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange,0.075
131,2023-06-30,000852,中证1000,CSI 1000,000756,新华制药,Shandong Xinhua Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.078
132,2023-06-30,000852,中证1000,CSI 1000,000758,中色股份,China Nonferrous Metal Industry's Foreign Engineering & Construction Corp,深圳证券交易所,Shenzhen Stock Exchange,0.099
133,2023-06-30,000852,中证1000,CSI 1000,000761,本钢板材,Bengang Steel Plates Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.045
134,2023-06-30,000852,中证1000,CSI 1000,000762,西藏矿业,Tibet Mineral Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.185
135,2023-06-30,000852,中证1000,CSI 1000,000791,甘肃能源,"GEPIC Energy Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.05
136,2023-06-30,000852,中证1000,CSI 1000,000795,英洛华,"Innuovo Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.077
137,2023-06-30,000852,中证1000,CSI 1000,000801,四川九洲,Sichuan Jiuzhou Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.067
138,2023-06-30,000852,中证1000,CSI 1000,300077,国民技术,Nationz Technologies Inc,深圳证券交易所,Shenzhen Stock Exchange,0.119
139,2023-06-30,000852,中证1000,CSI 1000,600610,中毅达,"Shanghai Zhongyida Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.074
140,2023-06-30,000852,中证1000,CSI 1000,600569,安阳钢铁,Anyang Iron & Steel Inc,上海证券交易所,Shanghai Stock Exchange,0.034
141,2023-06-30,000852,中证1000,CSI 1000,600508,上海能源,Shanghai Datun Energy Resources Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.064
142,2023-06-30,000852,中证1000,CSI 1000,600876,凯盛新能,Triumph New Energy Company Limited,上海证券交易所,Shanghai Stock Exchange,0.047
143,2023-06-30,000852,中证1000,CSI 1000,600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.08
144,2023-06-30,000852,中证1000,CSI 1000,002011,盾安环境,Zhejiang Dun'an Artificial Environment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.132
145,2023-06-30,000852,中证1000,CSI 1000,002043,兔宝宝,Dehua TB New Decoration Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.069
146,2023-06-30,000852,中证1000,CSI 1000,600621,华鑫股份,"SHANGHAI CHINAFORTUNE CO., LTD",上海证券交易所,Shanghai Stock Exchange,0.102
147,2023-06-30,000852,中证1000,CSI 1000,600662,外服控股,"Shanghai Foreign Service Holding Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.059
148,2023-06-30,000852,中证1000,CSI 1000,600771,广誉远,Topsun Science And Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.259
149,2023-06-30,000852,中证1000,CSI 1000,600773,西藏城投,Tibet Urban Development and Investment Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.093
150,2023-06-30,000852,中证1000,CSI 1000,600775,南京熊猫,Nanjing Panda Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.076
151,2023-06-30,000852,中证1000,CSI 1000,600770,综艺股份,Jiangsu Zongyi Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.066
152,2023-06-30,000852,中证1000,CSI 1000,600777,新潮能源,XINCHAO ENERGY Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.258
153,2023-06-30,000852,中证1000,CSI 1000,600783,鲁信创投,"Luxin Venture Capital Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.058
154,2023-06-30,000852,中证1000,CSI 1000,600787,中储股份,"CMST Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.071
155,2023-06-30,000852,中证1000,CSI 1000,600711,盛屯矿业,"Chengtun Mining Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange,0.229
156,2023-06-30,000852,中证1000,CSI 1000,600717,天津港,Tianjin Port Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.096
157,2023-06-30,000852,中证1000,CSI 1000,600710,苏美达,SUMEC CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange,0.067
158,2023-06-30,000852,中证1000,CSI 1000,600729,重庆百货,Chongqing Department Store Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.096
159,2023-06-30,000852,中证1000,CSI 1000,600075,新疆天业,Xinjiang Tianye Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.072
160,2023-06-30,000852,中证1000,CSI 1000,600882,妙可蓝多,"Shanghai Milkground Food Tech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.086
161,2023-06-30,000852,中证1000,CSI 1000,600888,新疆众和,Xinjiang Joinworld Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.096
162,2023-06-30,000852,中证1000,CSI 1000,600751,海航科技,"HNA Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.064
163,2023-06-30,000852,中证1000,CSI 1000,600277,亿利洁能,ELION CLEAN ENERGY COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange,0.104
164,2023-06-30,000852,中证1000,CSI 1000,600267,海正药业,Zhejiang Hisun Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.122
165,2023-06-30,000852,中证1000,CSI 1000,600586,金晶科技,Shandong Jinjing Science & Technology Stock Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.116
166,2023-06-30,000852,中证1000,CSI 1000,600577,精达股份,Tongling Jingda Special Magnet Wire Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.105
167,2023-06-30,000852,中证1000,CSI 1000,600557,康缘药业,Jiangsu Kanion Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.145
168,2023-06-30,000852,中证1000,CSI 1000,600587,新华医疗,"Shinva Medical Instrument Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.173
169,2023-06-30,000852,中证1000,CSI 1000,600559,老白干酒,"Hebei Hengshui Laobaigan Liquor Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.269
170,2023-06-30,000852,中证1000,CSI 1000,600552,凯盛科技,"TRIUMPH SCIENCE & TECHNOLOGY CO., LTD",上海证券交易所,Shanghai Stock Exchange,0.101
171,2023-06-30,000852,中证1000,CSI 1000,300083,创世纪,Guangdong Create Century Intelligent Equipment Group Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange,0.147
172,2023-06-30,000852,中证1000,CSI 1000,300080,易成新能,"Henan Yicheng New Energy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.067
173,2023-06-30,000852,中证1000,CSI 1000,300091,金通灵,"Jin Tong Ling Technology Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.047
