,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称,权重
196,2023-06-30,000300,沪深300,CSI 300,300347,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.179
197,2023-06-30,000300,沪深300,CSI 300,603993,洛阳钼业,"China Molybdenum Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.199
198,2023-06-30,000300,沪深300,CSI 300,000333,美的集团,"Midea Group CO., LTD",深圳证券交易所,Shenzhen Stock Exchange,1.533
199,2023-06-30,000300,沪深300,CSI 300,002709,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.252
200,2023-06-30,000300,沪深300,CSI 300,002714,牧原股份,"Muyuan Foodstuff Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.61
201,2023-06-30,000300,沪深300,CSI 300,601225,陕西煤业,Shaanxi Coal Industry Company Limited,上海证券交易所,Shanghai Stock Exchange,0.373
202,2023-06-30,000300,沪深300,CSI 300,603288,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,上海证券交易所,Shanghai Stock Exchange,0.414
203,2023-06-30,000300,沪深300,CSI 300,603369,今世缘,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.175
204,2023-06-30,000300,沪深300,CSI 300,603806,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",上海证券交易所,Shanghai Stock Exchange,0.147
205,2023-06-30,000300,沪深300,CSI 300,603019,中科曙光,"Dawning Information Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.315
206,2023-06-30,000300,沪深300,CSI 300,300408,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange,0.208
207,2023-06-30,000300,沪深300,CSI 300,002736,国信证券,"GUOSEN SECURITIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.133
208,2023-06-30,000300,沪深300,CSI 300,300413,芒果超媒,"Mango Excellent Media Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.135
209,2023-06-30,000300,沪深300,CSI 300,601021,春秋航空,"Spring Airlines Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.119
210,2023-06-30,000300,沪深300,CSI 300,000166,申万宏源,"Shenwan Hongyuan Group CO., LTD",深圳证券交易所,Shenzhen Stock Exchange,0.22
211,2023-06-30,000300,沪深300,CSI 300,603899,晨光股份,SHANGHAI M&G STATIONERY INC.,上海证券交易所,Shanghai Stock Exchange,0.088
212,2023-06-30,000300,沪深300,CSI 300,603799,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.311
213,2023-06-30,000300,沪深300,CSI 300,300433,蓝思科技,"Lens Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.124
214,2023-06-30,000300,沪深300,CSI 300,601689,拓普集团,"Ningbo Tuopu Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.188
215,2023-06-30,000300,沪深300,CSI 300,600958,东方证券,ORIENT SECURITIES COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange,0.268
216,2023-06-30,000300,沪深300,CSI 300,002756,永兴材料,"Yongxing Special Materials Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.107
217,2023-06-30,000300,沪深300,CSI 300,300450,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.21
218,2023-06-30,000300,沪深300,CSI 300,601985,中国核电,"China National Nuclear Power Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.352
219,2023-06-30,000300,沪深300,CSI 300,601211,国泰君安,"Guotai Junan Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.334
220,2023-06-30,000300,沪深300,CSI 300,300498,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",深圳证券交易所,Shenzhen Stock Exchange,0.509
221,2023-06-30,000300,沪深300,CSI 300,601155,新城控股,"Future Land Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.069
222,2023-06-30,000300,沪深300,CSI 300,300496,中科创达,"Thunder Software Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.163
223,2023-06-30,000300,沪深300,CSI 300,001979,招商蛇口,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange,0.213
224,2023-06-30,000300,沪深300,CSI 300,600919,江苏银行,"Bank of Jiangsu Co., Ltd",上海证券交易所,Shanghai Stock Exchange,0.46
225,2023-06-30,000300,沪深300,CSI 300,603986,兆易创新,GigaDevice Semiconductor (Beijing) Inc.,上海证券交易所,Shanghai Stock Exchange,0.375
226,2023-06-30,000300,沪深300,CSI 300,002812,恩捷股份,"Yunnan Energy New Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.299
227,2023-06-30,000300,沪深300,CSI 300,600926,杭州银行,"BANK OF HANGZHOU CO., LTD",上海证券交易所,Shanghai Stock Exchange,0.184
228,2023-06-30,000300,沪深300,CSI 300,601229,上海银行,"Bank of Shanghai Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.303
229,2023-06-30,000300,沪深300,CSI 300,002821,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.149
230,2023-06-30,000300,沪深300,CSI 300,002841,视源股份,Guangzhou Shiyuan Electronic Technology Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.149
231,2023-06-30,000300,沪深300,CSI 300,601881,中国银河,"China Galaxy Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.079
232,2023-06-30,000300,沪深300,CSI 300,300601,康泰生物,"Shenzhen Kangtai Biological Products Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.09
233,2023-06-30,000300,沪深300,CSI 300,300628,亿联网络,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,深圳证券交易所,Shenzhen Stock Exchange,0.094
234,2023-06-30,000300,沪深300,CSI 300,603833,欧派家居,Oppein Home Group Inc.,上海证券交易所,Shanghai Stock Exchange,0.093
235,2023-06-30,000300,沪深300,CSI 300,603501,韦尔股份,"Will Semiconductor CO.,Ltd. Shanghai",上海证券交易所,Shanghai Stock Exchange,0.43
236,2023-06-30,000300,沪深300,CSI 300,300661,圣邦股份,SG Micro Corp.,深圳证券交易所,Shenzhen Stock Exchange,0.142
237,2023-06-30,000300,沪深300,CSI 300,601878,浙商证券,"ZHESHANG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.101
238,2023-06-30,000300,沪深300,CSI 300,603260,合盛硅业,"HOSHINE SILICON INDUSTRY CO.,LTD",上海证券交易所,Shanghai Stock Exchange,0.131
239,2023-06-30,000300,沪深300,CSI 300,603659,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.204
240,2023-06-30,000300,沪深300,CSI 300,002916,深南电路,"Shennan Circuits Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.082
241,2023-06-30,000300,沪深300,CSI 300,600025,华能水电,HuanengLancang River Hydropower Inc.,上海证券交易所,Shanghai Stock Exchange,0.068
242,2023-06-30,000300,沪深300,CSI 300,002920,德赛西威,"Huizhou Desay SV Automotive Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.229
243,2023-06-30,000300,沪深300,CSI 300,601838,成都银行,"BANK OF CHENGDU CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.145
244,2023-06-30,000300,沪深300,CSI 300,601360,三六零,360 Security Technology Inc.,上海证券交易所,Shanghai Stock Exchange,0.237
245,2023-06-30,000300,沪深300,CSI 300,603259,药明康德,"WuXi AppTec Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.677
246,2023-06-30,000300,沪深300,CSI 300,300454,深信服,Sangfor Technologies Inc.,深圳证券交易所,Shenzhen Stock Exchange,0.15
247,2023-06-30,000300,沪深300,CSI 300,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.094
248,2023-06-30,000300,沪深300,CSI 300,601138,工业富联,"Foxconn Industrial Internet Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.53
249,2023-06-30,000300,沪深300,CSI 300,300750,宁德时代,"Contemporary Amperex Technology Co., Limited.",深圳证券交易所,Shenzhen Stock Exchange,3.194
250,2023-06-30,000300,沪深300,CSI 300,601066,中信建投,"China Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.166
251,2023-06-30,000300,沪深300,CSI 300,002938,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",深圳证券交易所,Shenzhen Stock Exchange,0.089
252,2023-06-30,000300,沪深300,CSI 300,300760,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.769
253,2023-06-30,000300,沪深300,CSI 300,300751,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.125
254,2023-06-30,000300,沪深300,CSI 300,601319,中国人保,The People's Insurance Company (Group) of China Limited,上海证券交易所,Shanghai Stock Exchange,0.099
255,2023-06-30,000300,沪深300,CSI 300,603185,弘元绿能,"Hoyuan Green Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.081
256,2023-06-30,000300,沪深300,CSI 300,601615,明阳智能,MingYangSmartEnergyGroupLimited,上海证券交易所,Shanghai Stock Exchange,0.142
257,2023-06-30,000300,沪深300,CSI 300,300759,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.12
258,2023-06-30,000300,沪深300,CSI 300,601865,福莱特,"Flat Glass Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange,0.104
259,2023-06-30,000300,沪深300,CSI 300,300763,锦浪科技,"Ginlong Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.109
260,2023-06-30,000300,沪深300,CSI 300,300769,德方纳米,"Shenzhen Dynanonic Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.13
261,2023-06-30,000300,沪深300,CSI 300,600989,宝丰能源,"Ningxia Baofeng Energy Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.147
262,2023-06-30,000300,沪深300,CSI 300,300782,卓胜微,Maxscend Microelectronics Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.191
263,2023-06-30,000300,沪深300,CSI 300,601698,中国卫通,"China Satellite Communications Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.044
264,2023-06-30,000300,沪深300,CSI 300,601236,红塔证券,"HONGTA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.037
265,2023-06-30,000300,沪深300,CSI 300,688008,澜起科技,"Montage Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.242
266,2023-06-30,000300,沪深300,CSI 300,688012,中微公司,Advanced Micro-Fabrication Equipment Inc. China,上海证券交易所,Shanghai Stock Exchange,0.358
267,2023-06-30,000300,沪深300,CSI 300,688005,容百科技,"Ningbo Ronbay New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.09
268,2023-06-30,000300,沪深300,CSI 300,003816,中国广核,"CGN Power Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.129
269,2023-06-30,000300,沪深300,CSI 300,688036,传音控股,"SHENZHEN TRANSSION HOLDINGS CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.25
270,2023-06-30,000300,沪深300,CSI 300,688363,华熙生物,Bloomage Biotechnology Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.091
271,2023-06-30,000300,沪深300,CSI 300,688111,金山办公,"Beijing Kingsoft Office Software, Inc.",上海证券交易所,Shanghai Stock Exchange,0.461
272,2023-06-30,000300,沪深300,CSI 300,601658,邮储银行,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.287
273,2023-06-30,000300,沪深300,CSI 300,601816,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.683
274,2023-06-30,000300,沪深300,CSI 300,603290,斯达半导,StarPower Semiconductor Ltd.,上海证券交易所,Shanghai Stock Exchange,0.097
275,2023-06-30,000300,沪深300,CSI 300,603195,公牛集团,"GONGNIU GROUP CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.059
276,2023-06-30,000300,沪深300,CSI 300,688396,华润微,China Resources Microelectronics Limited,上海证券交易所,Shanghai Stock Exchange,0.146
277,2023-06-30,000300,沪深300,CSI 300,688126,沪硅产业,"National Silicon Industry Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.151
278,2023-06-30,000300,沪深300,CSI 300,603392,万泰生物,"BEIJING WANTAI BIOLOGICAL PHARMACY ENTERPRISE CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.134
279,2023-06-30,000300,沪深300,CSI 300,600918,中泰证券,"ZHONGTAI SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.102
280,2023-06-30,000300,沪深300,CSI 300,688599,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.245
281,2023-06-30,000300,沪深300,CSI 300,688981,中芯国际,Semiconductor Manufacturing International Corporation,上海证券交易所,Shanghai Stock Exchange,0.523
282,2023-06-30,000300,沪深300,CSI 300,688561,奇安信,Qi An Xin Technology Group Inc.,上海证券交易所,Shanghai Stock Exchange,0.075
283,2023-06-30,000300,沪深300,CSI 300,688065,凯赛生物,Cathay Biotech Inc.,上海证券交易所,Shanghai Stock Exchange,0.058
284,2023-06-30,000300,沪深300,CSI 300,300896,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.255
285,2023-06-30,000300,沪深300,CSI 300,300999,金龙鱼,"Yihai Kerry Arawana Holdings Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.126
286,2023-06-30,000300,沪深300,CSI 300,601995,中金公司,China International Capital Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.165
287,2023-06-30,000300,沪深300,CSI 300,300919,中伟股份,"CNGR Advanced Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.086
288,2023-06-30,000300,沪深300,CSI 300,300957,贝泰妮,"Yunnan Botanee Bio-Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.06
289,2023-06-30,000300,沪深300,CSI 300,605117,德业股份,"Ningbo Deye Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.136
290,2023-06-30,000300,沪深300,CSI 300,300979,华利集团,Huali Industrial Group Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.039
291,2023-06-30,000300,沪深300,CSI 300,605499,东鹏饮料,"Eastroc Beverage (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.04
292,2023-06-30,000300,沪深300,CSI 300,600905,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.407
293,2023-06-30,000300,沪深300,CSI 300,688303,大全能源,"XinJiang Daqo New Energy Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.137
294,2023-06-30,000300,沪深300,CSI 300,601728,中国电信,China Telecom Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.463
295,2023-06-30,000300,沪深300,CSI 300,688187,时代电气,"Zhuzhou CRRC Times Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.058
296,2023-06-30,000300,沪深300,CSI 300,601868,中国能建,China Energy Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.161
297,2023-06-30,000300,沪深300,CSI 300,600941,中国移动,China Mobile Limited,上海证券交易所,Shanghai Stock Exchange,0.446
298,2023-06-30,000300,沪深300,CSI 300,001289,龙源电力,China Longyuan Power Group Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange,0.018
299,2023-06-30,000300,沪深300,CSI 300,688223,晶科能源,"Jinko Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.149
