,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称,权重
43,2023-06-30,000905,中证500,CSI 500,002422,科伦药业,Sichuan Kelun Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.515
44,2023-06-30,000905,中证500,CSI 500,002463,沪电股份,Wus Printed Circuit (Kunshan) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.411
45,2023-06-30,000905,中证500,CSI 500,000987,越秀资本,"GUANGZHOU YUEXIU CAPITAL HOLDINGS GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.141
46,2023-06-30,000905,中证500,CSI 500,000997,新 大 陆,"Newland Digital Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.23
47,2023-06-30,000905,中证500,CSI 500,600487,亨通光电,"Hengtong Optic-Electric Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.426
48,2023-06-30,000905,中证500,CSI 500,600021,上海电力,Shanghai Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.223
49,2023-06-30,000905,中证500,CSI 500,000830,鲁西化工,"Luxi Chemical Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.179
50,2023-06-30,000905,中证500,CSI 500,600755,厦门国贸,Xiamen International Trade Group Corp Ltd,上海证券交易所,Shanghai Stock Exchange,0.152
51,2023-06-30,000905,中证500,CSI 500,600060,海信视像,"Hisense Visual Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.286
52,2023-06-30,000905,中证500,CSI 500,600056,中国医药,"China Meheco Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.143
53,2023-06-30,000905,中证500,CSI 500,600398,海澜之家,"Heilan Home Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.175
54,2023-06-30,000905,中证500,CSI 500,600399,抚顺特钢,Fushun Special Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.237
55,2023-06-30,000905,中证500,CSI 500,600369,西南证券,Southwest Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.179
56,2023-06-30,000905,中证500,CSI 500,600378,昊华科技,"Haohua Chemical Science & Technology Corp., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.152
57,2023-06-30,000905,中证500,CSI 500,600390,五矿资本,Minmetals Capital Company Limited,上海证券交易所,Shanghai Stock Exchange,0.178
58,2023-06-30,000905,中证500,CSI 500,600820,隧道股份,Shanghai Tunnel Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.195
59,2023-06-30,000905,中证500,CSI 500,600095,湘财股份,"XIANGCAI CO.,LTD",上海证券交易所,Shanghai Stock Exchange,0.099
60,2023-06-30,000905,中证500,CSI 500,600096,云天化,Yunnan Yuntianhua Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.323
61,2023-06-30,000905,中证500,CSI 500,600109,国金证券,Sinolink Securities Co. Ltd.,上海证券交易所,Shanghai Stock Exchange,0.333
62,2023-06-30,000905,中证500,CSI 500,600118,中国卫星,China Spacesat Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.246
63,2023-06-30,000905,中证500,CSI 500,600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.197
64,2023-06-30,000905,中证500,CSI 500,600667,太极实业,Wuxi Taiji Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.158
65,2023-06-30,000905,中证500,CSI 500,600673,东阳光,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",上海证券交易所,Shanghai Stock Exchange,0.16
66,2023-06-30,000905,中证500,CSI 500,600699,均胜电子,Ningbo Joyson Electronic Corp.,上海证券交易所,Shanghai Stock Exchange,0.249
67,2023-06-30,000905,中证500,CSI 500,600737,中粮糖业,"COFCO SUGAR HOLDING CO.,LTD.",上海证券交易所,Shanghai Stock Exchange,0.127
68,2023-06-30,000905,中证500,CSI 500,600563,法拉电子,"Xiamen Faratronic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.273
69,2023-06-30,000905,中证500,CSI 500,600521,华海药业,Zhejiang Huahai Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.241
70,2023-06-30,000905,中证500,CSI 500,600739,辽宁成大,Liaoning Cheng Da Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.207
71,2023-06-30,000905,中证500,CSI 500,002019,亿帆医药,"YIFAN PHARMACEUTICAL CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange,0.158
72,2023-06-30,000905,中证500,CSI 500,600500,中化国际,Sinochem International Corp,上海证券交易所,Shanghai Stock Exchange,0.118
73,2023-06-30,000905,中证500,CSI 500,600299,安迪苏,Bluestar Adisseo Company,上海证券交易所,Shanghai Stock Exchange,0.047
74,2023-06-30,000905,中证500,CSI 500,600008,首创环保,"Beijing Capital Eco-Environment Protection GroupCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.187
75,2023-06-30,000905,中证500,CSI 500,600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.187
76,2023-06-30,000905,中证500,CSI 500,600373,中文传媒,Chinese Universe Publishing And Media Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.133
77,2023-06-30,000905,中证500,CSI 500,600350,山东高速,Shandong Hi-speed Company Limited,上海证券交易所,Shanghai Stock Exchange,0.063
78,2023-06-30,000905,中证500,CSI 500,600598,北大荒,Heilongjiang Agriculture Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.14
79,2023-06-30,000905,中证500,CSI 500,600486,扬农化工,Jiangsu Yangnong Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.239
80,2023-06-30,000905,中证500,CSI 500,600415,小商品城,Zhejiang China Commodities City Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.345
81,2023-06-30,000905,中证500,CSI 500,600582,天地科技,Tiandi Science & Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.142
82,2023-06-30,000905,中证500,CSI 500,600536,中国软件,China National Software & Service Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.416
83,2023-06-30,000905,中证500,CSI 500,600529,山东药玻,Shandong Pharmaceutical Glass Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.213
84,2023-06-30,000905,中证500,CSI 500,600580,卧龙电驱,"Wolong Electric Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.198
85,2023-06-30,000905,中证500,CSI 500,000930,中粮科技,"COFCO BIOTECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.111
86,2023-06-30,000905,中证500,CSI 500,000932,华菱钢铁,Hunan Valin Steel Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.291
87,2023-06-30,000905,中证500,CSI 500,000975,银泰黄金,"Yintai Gold Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.287
88,2023-06-30,000905,中证500,CSI 500,000988,华工科技,Huagong Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.563
89,2023-06-30,000905,中证500,CSI 500,000998,隆平高科,Yuan Longping High-tech Agriculture Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.238
90,2023-06-30,000905,中证500,CSI 500,000728,国元证券,Guoyuan Securities Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.251
91,2023-06-30,000905,中证500,CSI 500,000738,航发控制,"AECC AERO-ENGINE CONTROL CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.236
92,2023-06-30,000905,中证500,CSI 500,000739,普洛药业,"Apeloa Pharmaceutical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.154
93,2023-06-30,000905,中证500,CSI 500,000750,国海证券,"Sealand Securities Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.188
94,2023-06-30,000905,中证500,CSI 500,000785,居然之家,"EASYHOME NEW RETAIL GROUP CO., LTD",深圳证券交易所,Shenzhen Stock Exchange,0.11
95,2023-06-30,000905,中证500,CSI 500,600566,济川药业,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.158
96,2023-06-30,000905,中证500,CSI 500,600498,烽火通信,Fiberhome Telecommunication Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.214
97,2023-06-30,000905,中证500,CSI 500,600418,江淮汽车,Anhui Jianghuai Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.324
98,2023-06-30,000905,中证500,CSI 500,600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.272
99,2023-06-30,000905,中证500,CSI 500,600764,中国海防,China Shipbuilding Industry Group and Marine Defense Information Against Limited,上海证券交易所,Shanghai Stock Exchange,0.085
100,2023-06-30,000905,中证500,CSI 500,600765,中航重机,Avic Heavy Machinery Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.402
101,2023-06-30,000905,中证500,CSI 500,600782,新钢股份,"Xinyu Iron & Steel Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.105
102,2023-06-30,000905,中证500,CSI 500,600704,物产中大,Zhejiang Material Industrial Zhongda Yuantong Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.227
103,2023-06-30,000905,中证500,CSI 500,600718,东软集团,Neusoft Corporation,上海证券交易所,Shanghai Stock Exchange,0.133
104,2023-06-30,000905,中证500,CSI 500,600885,宏发股份,"Hongfa Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.391
105,2023-06-30,000905,中证500,CSI 500,600895,张江高科,Shanghai Zhangjiang Hi-tech Park Development Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.159
106,2023-06-30,000905,中证500,CSI 500,600705,中航产融,"AVIC Industry-Finance Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.299
107,2023-06-30,000905,中证500,CSI 500,600707,彩虹股份,Irico Display Devices Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.101
108,2023-06-30,000905,中证500,CSI 500,600801,华新水泥,Huaxin Cement Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.124
109,2023-06-30,000905,中证500,CSI 500,600535,天士力,"TASLY PHARMACEUTICAL GROUP CO.,LTD",上海证券交易所,Shanghai Stock Exchange,0.192
110,2023-06-30,000905,中证500,CSI 500,600597,光明乳业,Bright Dairy & Food Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.106
111,2023-06-30,000905,中证500,CSI 500,600516,方大炭素,"Fangda Carbon New Material Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.257
112,2023-06-30,000905,中证500,CSI 500,600499,科达制造,"Keda Industrial Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.228
113,2023-06-30,000905,中证500,CSI 500,600549,厦门钨业,Xiamen Tungsten Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.238
114,2023-06-30,000905,中证500,CSI 500,600511,国药股份,China National Medicines Corp Ltd,上海证券交易所,Shanghai Stock Exchange,0.216
115,2023-06-30,000905,中证500,CSI 500,000807,云铝股份,Yunnan Aluminium Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.39
116,2023-06-30,000905,中证500,CSI 500,601158,重庆水务,Chongqing Water Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.047
117,2023-06-30,000905,中证500,CSI 500,002056,横店东磁,Hengdian Group DMEGC Magnetics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.218
118,2023-06-30,000905,中证500,CSI 500,002185,华天科技,Tianshui Huatian Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.347
119,2023-06-30,000905,中证500,CSI 500,000683,远兴能源,"Inner Mongolia Yuan Xing Energy Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.268
120,2023-06-30,000905,中证500,CSI 500,000703,恒逸石化,Hengyi Petrochemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.22
121,2023-06-30,000905,中证500,CSI 500,000778,新兴铸管,Xinxing Ductile Iron Pipes Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.144
122,2023-06-30,000905,中证500,CSI 500,000878,云南铜业,Yunnan Copper Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.196
123,2023-06-30,000905,中证500,CSI 500,002028,思源电气,"Siyuan Electric Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.422
124,2023-06-30,000905,中证500,CSI 500,002032,苏泊尔,"Zhejiang Supor Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.119
125,2023-06-30,000905,中证500,CSI 500,601005,重庆钢铁,Chongqing Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.138
126,2023-06-30,000905,中证500,CSI 500,601168,西部矿业,Western Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.295
127,2023-06-30,000905,中证500,CSI 500,002249,大洋电机,Zhongshan Broad-ocean Motor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.14
128,2023-06-30,000905,中证500,CSI 500,002250,联化科技,Lianhe Chemical Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.114
129,2023-06-30,000905,中证500,CSI 500,002065,东华软件,"DHC Software Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.233
130,2023-06-30,000905,中证500,CSI 500,002155,湖南黄金,Hunan Gold Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange,0.151
131,2023-06-30,000905,中证500,CSI 500,002156,通富微电,"TongFu Microelectronics Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.352
132,2023-06-30,000905,中证500,CSI 500,002294,信立泰,Shenzhen Salubris Pharmaceuticals Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.256
133,2023-06-30,000905,中证500,CSI 500,002326,永太科技,Zhejiang Yongtai Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.138
134,2023-06-30,000905,中证500,CSI 500,300037,新宙邦,Shenzhen Capchem Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.399
135,2023-06-30,000905,中证500,CSI 500,300058,蓝色光标,"Bluefocus Data Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.355
136,2023-06-30,000905,中证500,CSI 500,002385,大北农,Beijing Dabeinong Technology Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.322
137,2023-06-30,000905,中证500,CSI 500,002384,东山精密,Suzhou Dongshan Precision Manufacturing Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.522
138,2023-06-30,000905,中证500,CSI 500,002092,中泰化学,"Xinjiang Zhongtai Chemical Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.197
139,2023-06-30,000905,中证500,CSI 500,600497,驰宏锌锗,Yunnan Chihong Zinc&Germanium Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.263
140,2023-06-30,000905,中证500,CSI 500,600967,内蒙一机,"Inner Mongolia First Machinery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.127
141,2023-06-30,000905,中证500,CSI 500,601717,郑煤机,Zhengzhou Coal Mining Machinery Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.169
142,2023-06-30,000905,中证500,CSI 500,000783,长江证券,Changjiang Securities Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.331
143,2023-06-30,000905,中证500,CSI 500,600066,宇通客车,Zhengzhou Yutong Bus Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.288
144,2023-06-30,000905,中证500,CSI 500,600808,马钢股份,Maanshan Iron and Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.091
145,2023-06-30,000905,中证500,CSI 500,600348,华阳股份,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.21
146,2023-06-30,000905,中证500,CSI 500,600329,达仁堂,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.188
147,2023-06-30,000905,中证500,CSI 500,600339,中油工程,China Petroleum Engineering Corporation,上海证券交易所,Shanghai Stock Exchange,0.1
148,2023-06-30,000905,中证500,CSI 500,600079,人福医药,"Humanwell Healthcare (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.453
149,2023-06-30,000905,中证500,CSI 500,600022,山东钢铁,SHANDONG IRON AND STEEL COMPANY LTD,上海证券交易所,Shanghai Stock Exchange,0.112
150,2023-06-30,000905,中证500,CSI 500,000400,许继电气,XJ Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.24
151,2023-06-30,000905,中证500,CSI 500,600995,南网储能,"China Southern Power Grid Energy Storage Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.057
152,2023-06-30,000905,中证500,CSI 500,002008,大族激光,"Han's Laser Technology Industry Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.325
153,2023-06-30,000905,中证500,CSI 500,002025,航天电器,Guizhou Space Appliance Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.258
154,2023-06-30,000905,中证500,CSI 500,002030,达安基因,Da An Gene Co Ltd of Sun Yat-Sen University,深圳证券交易所,Shenzhen Stock Exchange,0.144
155,2023-06-30,000905,中证500,CSI 500,600027,华电国际,Huadian Power International Corporation Ltd,上海证券交易所,Shanghai Stock Exchange,0.335
156,2023-06-30,000905,中证500,CSI 500,600970,中材国际,Sinoma International Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.198
157,2023-06-30,000905,中证500,CSI 500,002192,融捷股份,"YOUNGY Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.204
158,2023-06-30,000905,中证500,CSI 500,002468,申通快递,"STO Express Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.122
159,2023-06-30,000905,中证500,CSI 500,002368,太极股份,Taiji Computer Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.264
160,2023-06-30,000905,中证500,CSI 500,002078,太阳纸业,Shan Dong Sun Paper Industry Joint Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.264
161,2023-06-30,000905,中证500,CSI 500,002081,金螳螂,Suzhou Gold Mantis Construction Decoration Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.106
162,2023-06-30,000905,中证500,CSI 500,002080,中材科技,Sinoma Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.203
163,2023-06-30,000905,中证500,CSI 500,601666,平煤股份,Pingdingshan Tianan Coal Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.154
164,2023-06-30,000905,中证500,CSI 500,002195,二三四五,"Shanghai 2345 Network Holding Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.244
165,2023-06-30,000905,中证500,CSI 500,600637,东方明珠,"Shanghai Oriental Pearl Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.236
166,2023-06-30,000905,中证500,CSI 500,600528,中铁工业,China Railway Hi-tech Industry Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.194
167,2023-06-30,000905,中证500,CSI 500,600380,健康元,Joincare Pharmaceutical Group Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.217
168,2023-06-30,000905,中证500,CSI 500,600372,中航电子,"CHINA AVIONICS SYSTEMS CO.,LTD.",上海证券交易所,Shanghai Stock Exchange,0.501
169,2023-06-30,000905,中证500,CSI 500,600316,洪都航空,Jiangxi Hongdu Aviation Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.149
170,2023-06-30,000905,中证500,CSI 500,600038,中直股份,"AVIC Helicopter Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.173
171,2023-06-30,000905,中证500,CSI 500,600642,申能股份,Shenergy Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.253
172,2023-06-30,000905,中证500,CSI 500,600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.128
173,2023-06-30,000905,中证500,CSI 500,601718,际华集团,Jihua Group Co Ltd,上海证券交易所,Shanghai Stock Exchange,0.096
174,2023-06-30,000905,中证500,CSI 500,002131,利欧股份,"LEO GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.229
175,2023-06-30,000905,中证500,CSI 500,002138,顺络电子,Shenzhen Sunlord Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.284
176,2023-06-30,000905,中证500,CSI 500,002487,大金重工,Dajin Heavy Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange,0.145
177,2023-06-30,000905,中证500,CSI 500,002010,传化智联,"Transfar Zhilian Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.11
178,2023-06-30,000905,中证500,CSI 500,600482,中国动力,"China Shipbuilding Industry Group Power Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.373
